state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level,cluster,pca1,pca2
Kerala,Kerala_City_1,Cyber Crime,2020,Afternoon,Monsoon,33.81764973,81.21404583,767,0.468528052,0.335743923,0.262270861,296,2,592,3,0.5684931506849314,0.2150259067357512,0.033487530168946,0.33625927186809,0.1685055980141326,0.646478767252238,0.2,0.6637407281319099,0.8314944019858674,0.4009620889657899,0.4350717970687536,Medium Risk,2,-0.20281450517971727,-0.18049302698286032
Bihar,Bihar_City_3,Eve Teasing,2022,Afternoon,Winter,14.65244763,75.71219982,5064,0.979515846,0.988968596,0.282283068,166,2,332,3,0.271689497716895,0.1027633851468048,0.2495474658085277,0.9761564387635288,0.9884698489231256,0.6979233342340153,0.2,0.0238435612364711,0.0115301510768743,0.2550251530475473,0.2495741277171879,Low Risk,1,-0.3864588856028756,0.6648660020025458
West Bengal,West Bengal_City_2,Stalking,2022,Morning,Winter,16.11314171,79.92499491,2879,0.416766114,0.3065481,0.039718148,214,3,642,2,0.3812785388127854,0.236614853195164,0.1396822204344328,0.2714390983372575,0.13185736330199,0.074371555343788,0.0,0.7285609016627426,0.86814263669801,0.2594324802650365,0.2551761976919335,Low Risk,2,-0.42916747728815396,-0.12663823150019124
Telangana,Telangana_City_3,Rape,2020,Evening,Winter,20.08253267,84.85371601,10236,0.534594429,0.946182787,0.347764917,74,5,370,5,0.0616438356164383,0.1191709844559585,0.5096037811745776,0.418992534708701,0.93476270148012,0.8662548614349446,0.6,0.5810074652912989,0.0652372985198801,0.3484145505413576,0.3682796183337226,Medium Risk,1,-0.020699552137568744,0.26247393473046
Uttar Pradesh,Uttar Pradesh_City_1,Rape,2019,Night,Winter,8.76464226,78.91743764,2293,0.989820903,0.320333513,0.241710979,201,5,1005,7,0.3515981735159816,0.3933506044905008,0.1102172164119066,0.9890612025493268,0.1491615869653484,0.5936263144125067,1.0,0.0109387974506731,0.8508384130346516,0.4793917238289535,0.5347622173429026,Medium Risk,0,0.5057604964036372,0.42353049640314977
Gujarat,Gujarat_City_4,Cyber Crime,2021,Afternoon,Winter,36.12751754,92.42144877,13872,0.250809464,0.229457494,0.062202326,160,2,320,3,0.2579908675799086,0.0975820379965457,0.6924275945293644,0.0636157581138744,0.0350889104041456,0.1321707176826148,0.2,0.9363842418861256,0.9649110895958544,0.3030263600735412,0.3105875509013787,Low Risk,2,-0.2952334663214453,-0.3821017556135221
Andhra Pradesh,Andhra Pradesh_City_2,Rape,2021,Evening,Winter,28.05971752,83.49604198,9960,0.99730947,0.644345364,0.309905092,212,5,1060,5,0.3767123287671232,0.4170984455958549,0.4957260659694288,0.9984389467218358,0.5558794371511009,0.7689301484169916,0.6,0.0015610532781642,0.4441205628488991,0.4756489032565892,0.5300047891523888,Medium Risk,1,0.0822659898814867,0.3699194399521667
Tripura,Tripura_City_3,Cyber Crime,2023,Night,Monsoon,29.95535486,78.95766593,15544,0.560435308,0.303327532,0.382079901,404,2,808,7,0.8150684931506849,0.3082901554404145,0.7764983909895414,0.4513524177750818,0.1278147256969321,0.9544669958020644,1.0,0.5486475822249182,0.8721852743030678,0.7227011934434381,0.8440282661376867,High Risk,0,0.5865821661889955,-0.3673567015451904
Uttarakhand,Uttarakhand_City_5,Cyber Crime,2019,Morning,Summer,33.46839936,89.95297483,3519,0.414937986,0.217747794,0.204284423,257,2,514,2,0.4794520547945204,0.1813471502590673,0.1718624296057924,0.2691497796066377,0.020390238131445,0.497415388399237,0.0,0.7308502203933622,0.979609761868555,0.3425213515969575,0.3607888850088586,Medium Risk,2,-0.41199701507398745,-0.2942179342668201
Goa,Goa_City_5,Kidnapping,2019,Morning,Monsoon,32.10977321,76.92553995,10276,0.641525471,0.648750377,0.351894905,218,4,872,2,0.3904109589041096,0.3359240069084628,0.5116150442477876,0.5528995900873608,0.5614088565592827,0.8768716536907879,0.0,0.4471004099126392,0.4385911434407172,0.4085605715992078,0.4447300841243145,Medium Risk,2,-0.4780742679510655,-0.05695270924233309
Maharashtra,Maharashtra_City_3,Cyber Crime,2022,Morning,Summer,20.19553758,90.75537965,12273,0.763263814,0.370371329,0.063184875,344,2,688,2,0.6780821917808219,0.2564766839378238,0.6120273531777957,0.7053494562151712,0.2119718603818916,0.1346965164535039,0.0,0.2946505437848288,0.7880281396181084,0.3691808658856134,0.3946752876215658,Medium Risk,1,-0.42111960009661314,-0.03382125110346673
Delhi,Delhi_City_5,Domestic Violence,2021,Morning,Monsoon,36.43341903,85.63454764,8117,0.513795236,0.549979938,0.362621891,367,4,1468,2,0.730593607305936,0.5932642487046632,0.4030571198712791,0.3929462282593313,0.4374266611920429,0.904447080518503,0.0,0.6070537717406688,0.562573338807957,0.5654185935949845,0.6441093387059916,Medium Risk,2,-0.34368559296689616,-0.3676700715703507
Maharashtra,Maharashtra_City_1,Eve Teasing,2023,Afternoon,Summer,21.07640298,94.40366707,4737,0.69766936,0.889890967,0.380313043,195,2,390,3,0.3378995433789954,0.1278065630397236,0.2331053901850362,0.6232071706821176,0.864102051436664,0.9499250057692664,0.2,0.3767928293178824,0.135897948563336,0.3378603553826343,0.3548643811868939,Medium Risk,1,-0.3387334502841874,0.2843495169344771
Maharashtra,Maharashtra_City_1,Cyber Crime,2023,Evening,Monsoon,34.87104113,82.2713725,4264,0.98402606,0.594094475,0.138213128,307,2,614,5,0.593607305936073,0.2245250431778929,0.2093222043443282,0.9818044663574956,0.4928017025530449,0.3275685963287637,0.6,0.0181955336425043,0.5071982974469551,0.3908702887167118,0.4222443013152847,Medium Risk,1,0.1185354949424201,0.48866218331125133
West Bengal,West Bengal_City_1,Kidnapping,2023,Evening,Monsoon,14.96422294,70.20003652,17244,0.568095327,0.667812885,0.166117191,109,4,436,5,0.1415525114155251,0.1476683937823834,0.8619770716009654,0.460944866976452,0.5853371858749556,0.3993004367033528,0.6,0.539055133023548,0.4146628141250443,0.3560838963225062,0.3780279781913759,Medium Risk,1,0.0025959900085138488,0.11382544871269018
Maharashtra,Maharashtra_City_3,Rape,2021,Afternoon,Winter,13.27452245,78.02435122,18371,0.579169312,0.734046191,0.07720475,204,5,1020,3,0.3584474885844748,0.3998272884283246,0.9186444086886564,0.4748125399638475,0.668476946793809,0.1707368391682172,0.2,0.5251874600361526,0.331523053206191,0.3798791866594153,0.4082737201022057,Medium Risk,1,-0.30624615895490015,-0.004365737416701432
Maharashtra,Maharashtra_City_4,Stalking,2023,Evening,Summer,14.49162291,91.83192847,12991,0.478095372,0.225443745,0.223998971,265,3,795,5,0.4977168949771688,0.3026770293609672,0.6481295253419147,0.3482401861573697,0.0300506275159521,0.548094775490399,0.6,0.6517598138426304,0.969949372484048,0.5182111092586192,0.584104801367671,Medium Risk,2,0.1556657472940386,-0.3192948590843164
Nagaland,Nagaland_City_1,Kidnapping,2021,Afternoon,Summer,21.36258427,73.98367783,19077,0.302998719,0.464079611,0.135417278,379,4,1516,3,0.7579908675799086,0.6139896373056994,0.9541432019308124,0.1289710499799726,0.3295997523309433,0.3203814183930167,0.2,0.8710289500200274,0.6704002476690567,0.59353811905789,0.6798515338111648,High Risk,2,-0.14866591227207737,-0.6139503471222667
Uttar Pradesh,Uttar Pradesh_City_5,Human Trafficking,2021,Night,Summer,21.95321643,87.9457568,12494,0.93669792,0.248862368,0.117982283,389,5,1945,7,0.7808219178082191,0.7992227979274611,0.6231395816572808,0.9225366265851218,0.059446996727369,0.2755619855286428,1.0,0.0774633734148781,0.9405530032726308,0.69956025376332,0.8146142569270789,High Risk,0,0.6408978723381612,0.024305073900822455
Manipur,Manipur_City_2,Eve Teasing,2022,Afternoon,Monsoon,29.69953102,73.35110956,402,0.496377682,0.587618388,0.251119361,212,2,424,3,0.3767123287671232,0.1424870466321243,0.015134754625905,0.3711346633066695,0.4846725548872211,0.617812059542424,0.2,0.6288653366933306,0.515327445112779,0.3111947673340715,0.3209702583332494,Low Risk,2,-0.2760185362783336,0.06639027074025833
Assam,Assam_City_3,Eve Teasing,2023,Evening,Winter,28.89496578,69.80789951,15134,0.401949555,0.770679669,0.359130667,334,2,668,5,0.6552511415525114,0.2478411053540587,0.7558829444891392,0.2528846940274764,0.7144613432626499,0.8954723329098866,0.6,0.7471153059725235,0.2855386567373501,0.5773149042475331,0.6592305133835678,Medium Risk,2,0.13415298730808667,-0.24571113406169853
Uttarakhand,Uttarakhand_City_2,Kidnapping,2020,Afternoon,Winter,29.73887073,68.88369243,19829,0.557929893,0.626093813,0.104563496,211,4,844,3,0.3744292237442922,0.3238341968911917,0.99195494770716,0.4482149495630771,0.5329690665508737,0.241066855299593,0.2,0.5517850504369228,0.4670309334491263,0.3908621774188284,0.4222339911984981,Medium Risk,1,-0.3081593767386921,-0.10312564472061225
Andhra Pradesh,Andhra Pradesh_City_1,Domestic Violence,2022,Morning,Summer,18.94124073,68.58206474,18460,0.872567989,0.271363463,0.21878087,114,4,456,2,0.1529680365296803,0.1563039723661485,0.9231194690265486,0.8422283263831409,0.0876916333262489,0.5346808153803432,0.0,0.157771673616859,0.912308366673751,0.303336073448194,0.3109812216935165,Low Risk,1,-0.5630954050964091,0.02578891754587523
Maharashtra,Maharashtra_City_5,Domestic Violence,2022,Night,Summer,33.82529114,85.21418115,9895,0.484083443,0.719058272,0.19703702,406,4,1624,7,0.819634703196347,0.6606217616580311,0.4924577634754625,0.3557388969153585,0.6496632701470304,0.4787847841346782,1.0,0.6442611030846415,0.3503367298529696,0.6908575018282231,0.803552354121269,High Risk,0,0.6292032087783671,-0.11839022845597577
Haryana,Haryana_City_2,Harassment,2019,Night,Winter,29.36785179,84.17452571,12299,0.545327637,0.302064242,0.120672603,190,2,380,7,0.3264840182648402,0.123488773747841,0.6133346741753821,0.4324334612269956,0.1262289732271523,0.2824778817834845,1.0,0.5675665387730044,0.8737710267728476,0.4382652259655238,0.4824871064927459,Medium Risk,0,0.4669475266551121,0.012700521590255587
Goa,Goa_City_5,Dowry Death,2019,Afternoon,Winter,25.61910145,75.08624151,10654,0.989212199,0.684619855,0.102518449,195,5,975,3,0.3378995433789954,0.3803972366148532,0.5306214802896219,0.9882989378344912,0.6064342373730394,0.235809736113669,0.2,0.0117010621655087,0.3935657626269606,0.3182711446840982,0.3299649072726895,Low Risk,1,-0.31954632736223176,0.44510301268870833
Manipur,Manipur_City_2,Dowry Death,2023,Evening,Summer,14.53465113,78.59534777,6867,0.328545099,0.349253619,0.121187116,233,5,1165,5,0.4246575342465752,0.4624352331606217,0.3402051488334674,0.160962139353106,0.1854637262332855,0.2838005194361679,0.6,0.839037860646894,0.8145362737667146,0.4710424913712516,0.5241496664349831,Medium Risk,2,0.18305465181064307,-0.2562416587375405
Punjab,Punjab_City_5,Rape,2023,Night,Winter,9.613951191,92.42710702,2690,0.528317462,0.985902894,0.053695172,337,5,1685,7,0.6621004566210045,0.6869602763385146,0.1301790024135156,0.4111320467534913,0.9846216078081728,0.1103017227348164,1.0,0.5888679532465086,0.0153783921918271,0.5470406591633705,0.6207494950645566,Medium Risk,0,0.5948405939425444,0.29002361877269306
Telangana,Telangana_City_4,Dowry Death,2021,Afternoon,Monsoon,33.09970665,91.69509006,14017,0.33671007,0.734914576,0.372456636,326,5,1630,3,0.636986301369863,0.6632124352331606,0.6997184231697505,0.1711869272483006,0.6695669923561656,0.929728859679652,0.2,0.8288130727516994,0.3304330076438344,0.6224431594394555,0.7165921820203139,High Risk,2,-0.17829081602118557,-0.47450657848550437
Himachal Pradesh,Himachal Pradesh_City_5,Dowry Death,2020,Evening,Summer,21.82196504,92.3188942,6569,0.974395253,0.768761983,0.087807702,59,5,295,5,0.0273972602739726,0.0867875647668393,0.3252212389380531,0.9697440488943404,0.7120541562266074,0.197993416834467,0.6,0.0302559511056597,0.2879458437733926,0.196677432423131,0.1754094474756552,Low Risk,1,-0.040567820648416464,0.7797609889475313
Assam,Assam_City_3,Domestic Violence,2021,Evening,Summer,15.02988224,71.33026792,6333,0.814223601,0.269832144,0.207380543,354,4,1416,5,0.7009132420091323,0.5708117443868739,0.3133547868061142,0.7691651162168169,0.085769435821107,0.5053744582171545,0.6,0.230834883783183,0.914230564178893,0.5723261664102899,0.6528894234052705,Medium Risk,0,0.2286178194734806,-0.019429636236906453
Delhi,Delhi_City_5,Assault,2020,Afternoon,Winter,9.502882568,77.76152407,109,0.638882494,0.639137584,0.08867488,251,3,753,3,0.4657534246575342,0.2845423143350604,0.0004022526146419,0.5495898564414141,0.5493423395748758,0.2002226360658154,0.2,0.4504101435585859,0.4506576604251242,0.2927009456186706,0.2974631125649422,Low Risk,1,-0.24917954411301563,0.25302780479482423
Madhya Pradesh,Madhya Pradesh_City_2,Domestic Violence,2019,Night,Summer,31.48635893,75.38457899,10668,0.808182288,0.676510992,0.193914714,227,4,908,7,0.410958904109589,0.35146804835924,0.5313254223652454,0.7615997318408674,0.5962555376846419,0.4707583990310958,1.0,0.2384002681591326,0.4037444623153581,0.4964602767321207,0.5564577309756898,Medium Risk,0,0.47320116708340576,0.3437840458274577
Karnataka,Karnataka_City_5,Dowry Death,2022,Morning,Winter,34.95634518,92.08796283,335,0.526814634,0.946350454,0.396462496,146,5,730,2,0.2260273972602739,0.2746113989637305,0.0117658889782783,0.4092500930340035,0.934973166503472,0.9914397480751782,0.0,0.5907499069659965,0.065026833496528,0.3078410871882319,0.3167074591529762,Low Risk,2,-0.5112255166652901,0.18382317709486162
Uttarakhand,Uttarakhand_City_4,Rape,2023,Morning,Monsoon,18.99762896,94.86703328,3491,0.659578491,0.873463021,0.064511227,315,5,1575,2,0.6118721461187214,0.6394645941278065,0.1704545454545454,0.5755069331345934,0.8434807721239896,0.1381061156199233,0.0,0.4244930668654065,0.1565192278760103,0.3796461716871459,0.4079775391935958,Medium Risk,1,-0.38575506975555207,0.1928871893826184
Madhya Pradesh,Madhya Pradesh_City_4,Harassment,2021,Evening,Summer,31.1865768,91.92884762,15624,0.851659776,0.732157777,0.213995516,186,2,372,5,0.317351598173516,0.120034542314335,0.7805209171359614,0.8160454969288107,0.6661065036141218,0.5223793003907913,0.6,0.1839545030711893,0.3338934963858782,0.381647921867031,0.4105219258538776,Medium Risk,1,0.01242716256767784,0.34788601514160206
West Bengal,West Bengal_City_4,Eve Teasing,2023,Afternoon,Summer,17.16970089,85.0608936,10635,0.561558881,0.771025964,0.360870304,205,2,410,3,0.3607305936073058,0.1364421416234887,0.5296661303298471,0.4527594399935032,0.7148960321713902,0.8999443470245955,0.2,0.5472405600064967,0.2851039678286098,0.383868675286128,0.4133446833748235,Medium Risk,2,-0.32836857549641135,0.016211439570597536
Haryana,Haryana_City_3,Rape,2022,Morning,Summer,16.73995835,89.68067203,18674,0.661989017,0.484289961,0.162678023,197,5,985,2,0.3424657534246574,0.3847150259067357,0.933879726468222,0.5785255742376485,0.3549689173109663,0.3904595073377119,0.0,0.4214744257623515,0.6450310826890338,0.3870773690028965,0.4174231930569578,Medium Risk,1,-0.4904550514362344,-0.13784071940428597
Karnataka,Karnataka_City_4,Stalking,2022,Afternoon,Monsoon,14.64173634,83.74263001,8489,0.951865699,0.702166442,0.14061319,85,3,255,3,0.0867579908675799,0.0695164075993091,0.4217618664521319,0.94153085487034,0.628459697616891,0.3337383381428184,0.2,0.0584691451296599,0.371540302383109,0.1828060093589966,0.1577777448994959,Low Risk,1,-0.4130119909131929,0.5864404521152079
Nagaland,Nagaland_City_1,Rape,2023,Morning,Winter,25.98210992,83.47037167,9546,0.658520679,0.998154093,0.303437217,307,5,1535,2,0.593607305936073,0.6221934369602763,0.4749094931617055,0.5741822617630734,1.0,0.7523034450920029,0.0,0.4258177382369266,0.0,0.4855775387159046,0.5426248892384705,Medium Risk,2,-0.4195519883713771,0.04492385679841501
Rajasthan,Rajasthan_City_4,Stalking,2022,Afternoon,Winter,13.9317932,88.70785838,4712,0.901412509,0.473665399,0.330290349,229,3,687,3,0.415525114155251,0.2560449050086356,0.2318483507642799,0.8783495935546595,0.3416323711245577,0.8213336998682256,0.2,0.1216504064453405,0.6583676288754423,0.3832782966136727,0.4125942642496975,Medium Risk,1,-0.2831733545953107,0.2208147589699488
Himachal Pradesh,Himachal Pradesh_City_4,Cyber Crime,2020,Night,Summer,18.9858254,81.25300636,7963,0.601830678,0.63188851,0.199679418,301,2,602,7,0.5799086757990867,0.2193436960276338,0.3953137570394207,0.5031907988413591,0.5402428952674594,0.4855774892522853,1.0,0.4968092011586409,0.4597571047325406,0.5100094073430241,0.5736797737316824,Medium Risk,0,0.5143670655310536,0.15082958854409867
Karnataka,Karnataka_City_4,Kidnapping,2022,Evening,Winter,8.353889097,85.35483833,10247,0.634179555,0.401439247,0.144821437,113,4,452,5,0.1506849315068492,0.1545768566493955,0.5101568785197104,0.5437004841755435,0.2509700537495387,0.344556307628511,0.6,0.4562995158244565,0.7490299462504613,0.3292810541390547,0.3439593942119682,Medium Risk,1,0.041687811559404375,0.1427985346584683
Meghalaya,Meghalaya_City_1,Eve Teasing,2019,Evening,Winter,35.81316904,77.93320346,11497,0.520681133,0.569604643,0.379440502,318,2,636,5,0.6187214611872146,0.2340241796200345,0.5730088495575221,0.4015692639434944,0.4620606917174559,0.9476820000918392,0.6,0.5984307360565055,0.5379393082825441,0.5594580973882929,0.6365330651083361,Medium Risk,2,0.14194408387790325,-0.1884096332238759
Rajasthan,Rajasthan_City_1,Harassment,2019,Afternoon,Winter,25.00066513,82.67077169,17468,0.404812425,0.780876469,0.241255533,228,2,456,3,0.41324200913242,0.1563039723661485,0.8732401448109413,0.2564697941486545,0.7272609385921864,0.5924555178954818,0.2,0.7435302058513455,0.2727390614078135,0.3993923009030166,0.4330764692568589,Medium Risk,2,-0.3214694825649451,-0.1726229472151477
Uttarakhand,Uttarakhand_City_1,Human Trafficking,2020,Afternoon,Winter,34.75248205,88.5099204,19661,0.816997335,0.499548296,0.0368794,128,5,640,3,0.184931506849315,0.2357512953367875,0.9835076427996782,0.7726385935663005,0.3741220352894011,0.0670741012633667,0.2,0.2273614064336995,0.625877964710599,0.2862445485732134,0.2892565088233672,Low Risk,1,-0.3696071062905724,0.18370985561753445
Meghalaya,Meghalaya_City_1,Human Trafficking,2020,Night,Monsoon,29.35688283,95.09664343,3897,0.928548959,0.298248625,0.102003353,298,5,1490,7,0.5730593607305935,0.6027633851468048,0.1908688656476267,0.9123318876103952,0.1214393967391855,0.2344855997665862,1.0,0.0876681123896048,0.8785606032608144,0.546526848781621,0.6200964004404749,Medium Risk,0,0.5868960022556496,0.29102158610755774
Himachal Pradesh,Himachal Pradesh_City_3,Stalking,2023,Morning,Winter,32.28723288,77.63224597,4762,0.381916497,0.686315515,0.157929222,242,3,726,2,0.4452054794520547,0.2728842832469775,0.2343624296057924,0.2277977991760271,0.6085627249197678,0.3782519576592766,0.0,0.7722022008239728,0.3914372750802322,0.317878451079439,0.3294657618851616,Low Risk,2,-0.4446088887575258,-0.08180086755969207
