state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count
Punjab,Punjab_City_5,Domestic Violence,2023,Night,Winter,11.93418255,75.54139317,10889,0.50935716,0.85691394,0.388101451,368
Mizoram,Mizoram_City_3,Harassment,2022,Night,Summer,22.70298898,84.59298689,4832,0.3364809,0.549406254,0.190960167,253
Uttar Pradesh,Uttar Pradesh_City_3,Eve Teasing,2019,Morning,Monsoon,34.98949541,68.71468773,13853,0.259968035,0.378407859,0.169079416,267
Himachal Pradesh,Himachal Pradesh_City_2,Human Trafficking,2022,Afternoon,Monsoon,8.627721279,70.66155059,4533,0.903459571,0.611381609,0.220284521,172
Tamil Nadu,Tamil Nadu_City_3,Human Trafficking,2023,Afternoon,Monsoon,34.44273852,80.73478916,2086,0.370131429,0.277614575,0.035053045,225
Gujarat,Gujarat_City_3,Dowry Death,2020,Morning,Winter,20.37994711,81.60172325,15874,0.712868883,0.449322333,0.214874123,140
Goa,Goa_City_5,Assault,2022,Morning,Summer,17.80869805,94.50241242,16870,0.582293884,0.484227179,0.276179575,331
Himachal Pradesh,Himachal Pradesh_City_5,Kidnapping,2020,Afternoon,Monsoon,16.90100112,69.6557358,15720,0.300200985,0.724407977,0.02552088,398
West Bengal,West Bengal_City_3,Harassment,2021,Night,Monsoon,28.75634187,96.21101735,8499,0.567442951,0.261575346,0.27159836,387
Jammu and Kashmir,Jammu and Kashmir_City_2,Harassment,2020,Evening,Monsoon,24.61005546,71.97958725,5436,0.901696374,0.394543984,0.224722547,114
Arunachal Pradesh,Arunachal Pradesh_City_5,Kidnapping,2022,Evening,Winter,34.42249454,91.79471762,9763,0.77658009,0.611218696,0.246243955,321
Uttar Pradesh,Uttar Pradesh_City_3,Eve Teasing,2020,Afternoon,Monsoon,23.28445454,84.89347955,16065,0.805317239,0.665948062,0.082770138,170
Assam,Assam_City_5,Stalking,2022,Night,Winter,13.3432109,69.65306924,3915,0.299896062,0.620356101,0.052701479,331
Kerala,Kerala_City_2,Domestic Violence,2021,Evening,Summer,36.95124394,83.69951651,3420,0.677077198,0.419370311,0.020377263,317
Jharkhand,Jharkhand_City_2,Human Trafficking,2023,Night,Monsoon,28.75300079,87.92130162,6797,0.364705591,0.481984838,0.059182955,226
Uttarakhand,Uttarakhand_City_1,Assault,2021,Night,Winter,25.97268778,70.24493501,11789,0.347281059,0.284520276,0.327011879,311
Delhi,Delhi_City_5,Human Trafficking,2020,Morning,Monsoon,30.5299187,70.05295164,13493,0.867566602,0.244971124,0.301533048,228
Delhi,Delhi_City_3,Rape,2019,Night,Summer,16.29791623,86.57297095,6116,0.226409549,0.963149402,0.091868038,442
Nagaland,Nagaland_City_3,Harassment,2023,Evening,Monsoon,30.46259041,74.31413809,13347,0.595496649,0.93186796,0.092568605,132
Uttar Pradesh,Uttar Pradesh_City_5,Dowry Death,2022,Morning,Summer,22.51796644,94.44176826,2163,0.802976141,0.402703519,0.359079858,356
Delhi,Delhi_City_2,Cyber Crime,2023,Morning,Winter,27.81945304,85.21685398,18087,0.558377325,0.524377341,0.393794891,204
Goa,Goa_City_5,Eve Teasing,2019,Morning,Winter,34.27798855,69.60791184,15402,0.401858195,0.932231952,0.11361737,109
Sikkim,Sikkim_City_2,Rape,2019,Afternoon,Monsoon,13.70334974,95.47169998,7269,0.925588415,0.334999551,0.387647514,209
Uttarakhand,Uttarakhand_City_4,Assault,2020,Morning,Summer,13.51660999,83.1056877,19743,0.35064202,0.442988037,0.04627679,344
Tamil Nadu,Tamil Nadu_City_3,Harassment,2019,Morning,Winter,22.92874281,82.88455463,14051,0.538785607,0.561893407,0.296120708,281
Goa,Goa_City_3,Eve Teasing,2019,Afternoon,Summer,23.80448606,70.51670567,11031,0.857177002,0.48325165,0.265770099,96
Maharashtra,Maharashtra_City_4,Dowry Death,2022,Night,Summer,14.65241156,74.33079024,14026,0.214136036,0.282214594,0.077157017,482
Andhra Pradesh,Andhra Pradesh_City_4,Assault,2023,Morning,Monsoon,22.80508758,72.07716563,6722,0.993299474,0.330892963,0.279793279,333
Telangana,Telangana_City_5,Assault,2023,Morning,Monsoon,36.41870797,96.58242128,11210,0.305445464,0.909634196,0.117259661,342
West Bengal,West Bengal_City_1,Cyber Crime,2023,Morning,Summer,34.3956876,79.10216845,17024,0.544114186,0.550212044,0.131044647,205
Uttar Pradesh,Uttar Pradesh_City_3,Human Trafficking,2019,Evening,Summer,21.02896186,95.27441876,13200,0.391465829,0.699290736,0.194889743,249
Madhya Pradesh,Madhya Pradesh_City_4,Harassment,2022,Afternoon,Monsoon,15.77192074,94.45403887,7381,0.776843729,0.405721881,0.290561381,269
Haryana,Haryana_City_2,Rape,2023,Evening,Monsoon,18.88431903,86.17584711,5660,0.276447283,0.918517156,0.374815682,250
Chhattisgarh,Chhattisgarh_City_3,Cyber Crime,2019,Afternoon,Winter,13.04486574,69.33969801,14133,0.930084022,0.341881089,0.012746737,273
Arunachal Pradesh,Arunachal Pradesh_City_1,Human Trafficking,2023,Night,Monsoon,19.99747493,87.68773278,17559,0.932651479,0.602300416,0.32009301,217
Nagaland,Nagaland_City_1,Kidnapping,2020,Evening,Winter,35.96624379,72.74813978,17025,0.370563145,0.825383191,0.089464639,347
Maharashtra,Maharashtra_City_5,Stalking,2020,Afternoon,Winter,10.56351205,77.92454022,1660,0.767171414,0.924880743,0.063716299,178
Punjab,Punjab_City_3,Domestic Violence,2019,Afternoon,Monsoon,10.03199218,69.64214116,6819,0.781981662,0.829204571,0.105046203,177
Uttar Pradesh,Uttar Pradesh_City_5,Harassment,2023,Night,Monsoon,20.93071198,88.54892283,867,0.986988027,0.488645049,0.303610515,207
Nagaland,Nagaland_City_1,Kidnapping,2019,Evening,Winter,23.50918452,96.8905103,2173,0.707943784,0.887145879,0.144460209,245
Gujarat,Gujarat_City_5,Dowry Death,2021,Evening,Winter,25.26702925,93.7112678,2132,0.771962259,0.399037651,0.364984495,235
Sikkim,Sikkim_City_2,Assault,2021,Morning,Winter,12.18504927,70.7132228,5777,0.714975845,0.421715481,0.185374021,348
Karnataka,Karnataka_City_4,Dowry Death,2021,Evening,Monsoon,13.00994593,86.03744291,9925,0.330008852,0.967796577,0.342116746,376
Odisha,Odisha_City_2,Human Trafficking,2023,Evening,Summer,17.9579559,68.55387678,10550,0.206895202,0.215978346,0.238774678,350
Maharashtra,Maharashtra_City_2,Harassment,2021,Afternoon,Winter,23.22946293,73.78923542,10752,0.538149296,0.774454529,0.182650544,180
Tamil Nadu,Tamil Nadu_City_4,Kidnapping,2021,Afternoon,Monsoon,14.75754997,91.58111813,4719,0.481376089,0.552144263,0.037030031,317
Telangana,Telangana_City_3,Dowry Death,2022,Night,Summer,25.33134076,89.42898321,11775,0.735414633,0.55846839,0.200281076,391
Tripura,Tripura_City_3,Dowry Death,2023,Morning,Winter,34.4401076,88.36039444,19460,0.584146812,0.588708485,0.230682197,226
Rajasthan,Rajasthan_City_5,Assault,2021,Afternoon,Monsoon,31.2237249,81.08277202,11579,0.675309113,0.775440487,0.251311323,373
Gujarat,Gujarat_City_3,Assault,2019,Morning,Monsoon,14.31402207,75.25986775,14585,0.570559549,0.58946257,0.374608288,399
Rajasthan,Rajasthan_City_1,Human Trafficking,2023,Night,Monsoon,11.75203789,78.89881535,9237,0.943948475,0.566964093,0.080836255,313
Gujarat,Gujarat_City_1,Eve Teasing,2021,Night,Monsoon,21.58071715,92.74071699,8517,0.768337452,0.5351389,0.211736146,276
Tripura,Tripura_City_2,Cyber Crime,2022,Afternoon,Monsoon,16.27671799,84.98844343,2470,0.543875736,0.445153869,0.385263035,281
Telangana,Telangana_City_3,Stalking,2022,Morning,Summer,28.8092801,90.52781965,15550,0.203894726,0.530142599,0.049178444,265
Kerala,Kerala_City_5,Harassment,2020,Afternoon,Monsoon,8.715428682,79.80005451,15483,0.511511824,0.786090159,0.277042814,296
Chhattisgarh,Chhattisgarh_City_4,Stalking,2020,Afternoon,Monsoon,14.93093273,76.15725234,9119,0.365438141,0.940051645,0.152784116,306
Telangana,Telangana_City_4,Cyber Crime,2019,Afternoon,Summer,17.8166995,68.20566257,2006,0.526350255,0.984208966,0.263544157,323
Haryana,Haryana_City_1,Kidnapping,2021,Afternoon,Winter,25.8724317,69.30095617,15782,0.706468101,0.919219186,0.253260053,203
Sikkim,Sikkim_City_2,Eve Teasing,2021,Night,Summer,31.51712059,79.61034218,7629,0.311441871,0.616185568,0.024474195,229
Jammu and Kashmir,Jammu and Kashmir_City_4,Harassment,2019,Evening,Winter,27.49809976,87.9862609,2653,0.949194665,0.860427873,0.318611179,283
Tamil Nadu,Tamil Nadu_City_5,Kidnapping,2021,Afternoon,Summer,23.71878502,96.07805639,10408,0.431320268,0.961808063,0.029445457,294
Rajasthan,Rajasthan_City_4,Cyber Crime,2023,Morning,Monsoon,35.98292944,75.93271884,5896,0.986288094,0.629176313,0.206025745,196
Himachal Pradesh,Himachal Pradesh_City_4,Domestic Violence,2023,Night,Summer,24.43889457,95.03573963,970,0.67948687,0.473339659,0.381793385,190
Uttarakhand,Uttarakhand_City_3,Dowry Death,2022,Morning,Monsoon,27.35262364,71.64188098,9948,0.81211908,0.588232507,0.068258838,304
Delhi,Delhi_City_2,Dowry Death,2020,Afternoon,Winter,12.9992045,93.29944234,12271,0.686222751,0.267032778,0.260793787,202
Mizoram,Mizoram_City_3,Domestic Violence,2020,Afternoon,Winter,10.1140551,86.17815423,9520,0.225074135,0.295559107,0.252698162,221
Kerala,Kerala_City_5,Assault,2020,Night,Summer,21.19374951,89.85079256,6443,0.616705743,0.735412637,0.327855974,367
Telangana,Telangana_City_1,Dowry Death,2022,Night,Winter,8.018197982,95.9297298,14691,0.272576706,0.410156382,0.351158764,354
Odisha,Odisha_City_2,Rape,2019,Afternoon,Winter,28.87990728,70.93380297,14942,0.922294419,0.757403852,0.047689828,259
Chhattisgarh,Chhattisgarh_City_5,Human Trafficking,2020,Afternoon,Monsoon,17.28164508,90.13135167,13365,0.301441439,0.893276551,0.241494349,188
Mizoram,Mizoram_City_1,Human Trafficking,2020,Morning,Winter,20.39871381,72.66494851,12026,0.88254065,0.665056816,0.040782643,333
Himachal Pradesh,Himachal Pradesh_City_2,Eve Teasing,2022,Morning,Monsoon,35.1487282,82.89201814,2333,0.628551176,0.515352396,0.34079922,198
Telangana,Telangana_City_3,Assault,2020,Night,Monsoon,22.21906219,92.55676505,8010,0.643350121,0.67032186,0.374470696,191
Meghalaya,Meghalaya_City_4,Stalking,2020,Night,Monsoon,34.3420691,85.5326492,695,0.645952774,0.982664646,0.3115354,157
Chhattisgarh,Chhattisgarh_City_5,Stalking,2023,Evening,Winter,12.89691939,81.35951096,19938,0.368367738,0.751666452,0.352150797,117
Telangana,Telangana_City_3,Dowry Death,2023,Morning,Winter,23.99965879,78.34020871,12053,0.463008102,0.422489734,0.081929724,252
Madhya Pradesh,Madhya Pradesh_City_4,Stalking,2019,Morning,Winter,21.27517377,90.02608431,9381,0.261297922,0.731226426,0.102648406,216
Mizoram,Mizoram_City_5,Rape,2020,Morning,Winter,17.82325572,84.34837594,1321,0.933661424,0.666740972,0.190418018,172
Meghalaya,Meghalaya_City_5,Human Trafficking,2019,Morning,Winter,13.74769521,93.35754292,17250,0.77814686,0.455380238,0.363305552,190
Meghalaya,Meghalaya_City_2,Human Trafficking,2023,Morning,Monsoon,15.75828388,83.05700226,11783,0.265550751,0.356784148,0.378068889,204
Rajasthan,Rajasthan_City_4,Eve Teasing,2022,Evening,Winter,34.77529461,83.79991559,19039,0.562858248,0.230439343,0.294168439,209
Tamil Nadu,Tamil Nadu_City_5,Rape,2020,Night,Summer,9.508688896,71.29573512,19398,0.506710291,0.869729571,0.347464878,247
Kerala,Kerala_City_5,Human Trafficking,2019,Night,Winter,16.7019454,72.38666425,17422,0.500776978,0.805048078,0.220468098,272
Himachal Pradesh,Himachal Pradesh_City_4,Domestic Violence,2019,Evening,Monsoon,10.96763321,79.9044627,15253,0.28960937,0.879571544,0.217810382,329
Delhi,Delhi_City_5,Rape,2021,Afternoon,Winter,29.47097061,71.42217477,3445,0.334494478,0.609808451,0.200076175,307
Tamil Nadu,Tamil Nadu_City_1,Human Trafficking,2023,Morning,Monsoon,27.50668596,73.02848592,9226,0.250325981,0.349877433,0.022663601,185
Andhra Pradesh,Andhra Pradesh_City_4,Domestic Violence,2021,Night,Summer,28.97657882,71.9456308,17593,0.594783998,0.938539191,0.016182218,266
Bihar,Bihar_City_2,Rape,2023,Evening,Summer,33.77364899,69.78856293,12488,0.719634367,0.442098546,0.189392851,332
West Bengal,West Bengal_City_5,Rape,2023,Evening,Monsoon,9.580769045,92.25675238,1641,0.6216061,0.649275606,0.076617345,332
Himachal Pradesh,Himachal Pradesh_City_4,Domestic Violence,2022,Night,Winter,17.24570236,85.21139606,18356,0.599286926,0.288113826,0.16191125,329
Kerala,Kerala_City_5,Eve Teasing,2022,Evening,Summer,8.455181262,78.44288929,5563,0.308501293,0.316502917,0.281998331,422
Odisha,Odisha_City_3,Rape,2020,Morning,Monsoon,13.77132754,96.99562809,9266,0.753541891,0.324681229,0.104942621,162
Haryana,Haryana_City_4,Stalking,2019,Afternoon,Monsoon,14.0698762,70.10314719,10719,0.201014462,0.915205758,0.213467603,350
Madhya Pradesh,Madhya Pradesh_City_3,Eve Teasing,2023,Morning,Winter,30.25109615,94.87330106,10718,0.469769992,0.521808331,0.029977476,216
Madhya Pradesh,Madhya Pradesh_City_1,Assault,2020,Night,Monsoon,33.77382203,88.08290637,7742,0.9453274,0.283868598,0.114497673,305
Maharashtra,Maharashtra_City_1,Assault,2021,Afternoon,Summer,12.39090287,91.15515165,3083,0.352305429,0.493377527,0.05126396,176
Assam,Assam_City_5,Harassment,2022,Night,Monsoon,11.51978581,96.59209089,18485,0.483944961,0.602543334,0.202379523,361
Rajasthan,Rajasthan_City_5,Kidnapping,2023,Morning,Winter,13.06045611,78.98239731,9910,0.715370413,0.720579507,0.348060379,332
Rajasthan,Rajasthan_City_4,Dowry Death,2019,Afternoon,Monsoon,27.309094,74.24987287,9605,0.635300802,0.792407617,0.30520147,299
Jammu and Kashmir,Jammu and Kashmir_City_5,Kidnapping,2020,Morning,Monsoon,12.83683272,91.12519606,14295,0.273141015,0.645470956,0.357830521,163
Mizoram,Mizoram_City_5,Domestic Violence,2023,Afternoon,Monsoon,11.35256271,79.27029742,312,0.738489078,0.992599048,0.354301033,79
Arunachal Pradesh,Arunachal Pradesh_City_3,Domestic Violence,2019,Afternoon,Winter,13.52670535,81.39914094,15151,0.98513714,0.277901383,0.128195647,298
Himachal Pradesh,Himachal Pradesh_City_4,Cyber Crime,2022,Night,Monsoon,35.28551728,87.45508172,11730,0.252500871,0.639529466,0.240437844,365
Gujarat,Gujarat_City_5,Harassment,2019,Morning,Monsoon,26.03616528,85.59699398,17743,0.632963013,0.843087909,0.20846525,344
Jharkhand,Jharkhand_City_5,Human Trafficking,2021,Evening,Summer,19.13446326,80.88878777,1923,0.894178522,0.545692989,0.3869704,163
Haryana,Haryana_City_5,Domestic Violence,2022,Night,Monsoon,16.78540987,89.5933123,1877,0.961361925,0.455776679,0.348558282,435
Andhra Pradesh,Andhra Pradesh_City_3,Stalking,2022,Morning,Monsoon,18.78008255,68.51370167,9098,0.588213394,0.822327525,0.159121699,330
Assam,Assam_City_5,Kidnapping,2021,Morning,Monsoon,18.65287494,83.25245073,18402,0.48941465,0.619403776,0.271583657,339
Himachal Pradesh,Himachal Pradesh_City_5,Human Trafficking,2021,Night,Summer,17.92340577,73.63944206,504,0.451651321,0.267496717,0.277152374,298
Odisha,Odisha_City_4,Domestic Violence,2021,Night,Monsoon,23.82674071,78.42329098,11885,0.734936708,0.452333113,0.276213719,387
Manipur,Manipur_City_5,Harassment,2022,Morning,Summer,28.79826196,83.60474526,3722,0.537208946,0.275517981,0.059025304,178
Assam,Assam_City_4,Domestic Violence,2020,Evening,Summer,30.11089114,94.10905495,879,0.397970385,0.716190116,0.263878981,336
Kerala,Kerala_City_5,Eve Teasing,2019,Evening,Winter,31.36715363,91.93221133,3818,0.418933108,0.984004371,0.242540844,171
Jharkhand,Jharkhand_City_1,Rape,2021,Morning,Monsoon,36.98075212,73.084693,4762,0.820697832,0.557426941,0.184525097,315
Jammu and Kashmir,Jammu and Kashmir_City_2,Dowry Death,2021,Evening,Winter,35.40549573,87.53468513,15751,0.878785768,0.924815257,0.2212228,130
Delhi,Delhi_City_5,Kidnapping,2020,Afternoon,Summer,15.45051426,91.22327795,18162,0.33141636,0.602975548,0.333779125,256
Telangana,Telangana_City_2,Domestic Violence,2020,Evening,Winter,25.84809119,73.58804175,8003,0.929766057,0.36747872,0.025372858,161
Haryana,Haryana_City_2,Domestic Violence,2023,Evening,Winter,24.86216449,95.48531788,6109,0.911869115,0.680427815,0.216720412,151
Tripura,Tripura_City_1,Assault,2019,Night,Monsoon,33.86970695,89.25344613,5699,0.645801467,0.794108792,0.119109103,229
Andhra Pradesh,Andhra Pradesh_City_5,Harassment,2022,Evening,Monsoon,29.09078564,86.37886853,18868,0.99251419,0.422312901,0.204293827,322
Karnataka,Karnataka_City_4,Human Trafficking,2021,Night,Winter,20.77749031,92.85155377,10974,0.837028546,0.666454148,0.384485048,327
Tripura,Tripura_City_5,Kidnapping,2022,Afternoon,Monsoon,23.15857417,68.68416707,15640,0.439398735,0.798484534,0.091228293,188
Chhattisgarh,Chhattisgarh_City_1,Eve Teasing,2022,Night,Monsoon,17.01920311,93.69174132,14019,0.932332961,0.809547501,0.206995067,265
Arunachal Pradesh,Arunachal Pradesh_City_5,Cyber Crime,2022,Afternoon,Summer,11.98179788,77.75402607,8283,0.548856384,0.325522099,0.379550399,213
Bihar,Bihar_City_5,Dowry Death,2021,Morning,Winter,22.29399228,73.24536121,10318,0.401715165,0.592648241,0.039457975,180
Sikkim,Sikkim_City_2,Rape,2023,Morning,Summer,24.30219786,84.02841281,15084,0.963538224,0.899335137,0.286096957,308
Kerala,Kerala_City_5,Kidnapping,2020,Evening,Winter,8.610070171,88.96233691,2838,0.358565012,0.315202579,0.399792479,241
Himachal Pradesh,Himachal Pradesh_City_4,Human Trafficking,2021,Evening,Winter,20.49864831,76.35677116,2063,0.872876936,0.997479427,0.177833838,54
Meghalaya,Meghalaya_City_4,Domestic Violence,2022,Evening,Summer,34.29294561,73.54602174,16444,0.776979574,0.384316057,0.277228567,203
West Bengal,West Bengal_City_4,Kidnapping,2022,Afternoon,Monsoon,15.69162715,87.89664346,9118,0.41443775,0.849172751,0.031590329,233
Chhattisgarh,Chhattisgarh_City_5,Domestic Violence,2019,Evening,Winter,10.04595185,95.08695674,6471,0.7810428,0.375745707,0.185142523,279
Nagaland,Nagaland_City_4,Rape,2020,Afternoon,Monsoon,26.84861085,89.85927786,9163,0.622542177,0.301498262,0.241072457,223
Chhattisgarh,Chhattisgarh_City_4,Harassment,2020,Night,Summer,26.05468654,68.29136245,4457,0.289908746,0.414803934,0.202036686,385
Chhattisgarh,Chhattisgarh_City_5,Eve Teasing,2021,Night,Summer,12.74659425,76.03168393,10064,0.43914092,0.528653116,0.094902922,336
Himachal Pradesh,Himachal Pradesh_City_5,Human Trafficking,2019,Night,Winter,11.78839707,78.78326675,2786,0.619451951,0.970366396,0.2469974,389
Tamil Nadu,Tamil Nadu_City_2,Harassment,2020,Evening,Summer,9.04300693,87.09358827,3623,0.817178676,0.932111056,0.34326102,271
Uttarakhand,Uttarakhand_City_1,Dowry Death,2021,Evening,Summer,9.517652862,90.70260992,5509,0.839265717,0.606783228,0.100831717,97
Kerala,Kerala_City_5,Eve Teasing,2021,Evening,Winter,29.08772148,96.44207406,10186,0.70185131,0.577359014,0.384315677,158
Maharashtra,Maharashtra_City_1,Cyber Crime,2023,Afternoon,Monsoon,34.32477321,89.16334484,3702,0.264014616,0.487571697,0.344764069,368
Odisha,Odisha_City_5,Stalking,2021,Evening,Summer,17.45707564,74.39269866,12380,0.400286984,0.735452333,0.356426157,293
Sikkim,Sikkim_City_5,Dowry Death,2022,Morning,Summer,25.60222037,73.46649573,3996,0.973862489,0.414879146,0.202982121,220
Punjab,Punjab_City_3,Dowry Death,2020,Afternoon,Monsoon,28.19451054,87.487308,19061,0.794882014,0.800217464,0.133742704,118
Uttar Pradesh,Uttar Pradesh_City_3,Rape,2023,Night,Winter,30.06917351,88.67741446,13850,0.20128095,0.426575267,0.35375003,349
Assam,Assam_City_2,Cyber Crime,2020,Evening,Summer,25.6280219,79.69756485,18361,0.323873116,0.484955155,0.281835075,332
Rajasthan,Rajasthan_City_3,Kidnapping,2023,Night,Summer,27.02403928,77.89333045,765,0.649688706,0.204691782,0.040618849,401
Delhi,Delhi_City_4,Cyber Crime,2023,Night,Summer,10.25849068,88.49730429,8051,0.248006554,0.500983503,0.370977374,480
Goa,Goa_City_2,Harassment,2020,Afternoon,Monsoon,34.46538102,93.34004602,19757,0.735323324,0.528242977,0.19357339,322
Himachal Pradesh,Himachal Pradesh_City_1,Domestic Violence,2020,Night,Winter,30.92489462,81.16480616,15611,0.756095853,0.692992519,0.198322628,168
Bihar,Bihar_City_1,Dowry Death,2023,Morning,Winter,8.844589765,90.30412456,3086,0.66527107,0.626784167,0.242593504,284
Tripura,Tripura_City_4,Eve Teasing,2019,Morning,Summer,23.08391059,81.76691269,1453,0.3032521,0.629487317,0.375262385,160
Punjab,Punjab_City_2,Assault,2022,Evening,Winter,13.66540986,70.51571043,9040,0.245675808,0.738260711,0.216865446,202
Haryana,Haryana_City_3,Dowry Death,2020,Afternoon,Monsoon,25.11495244,80.25837452,12331,0.780374535,0.290584979,0.168482898,354
Uttarakhand,Uttarakhand_City_2,Harassment,2019,Evening,Summer,23.68398486,91.7324586,6791,0.428673159,0.256888567,0.144806205,174
West Bengal,West Bengal_City_4,Dowry Death,2023,Evening,Monsoon,20.70523788,91.71586449,10114,0.732612192,0.619737845,0.259356172,245
Manipur,Manipur_City_2,Eve Teasing,2020,Night,Monsoon,34.29913074,85.03372619,12141,0.559843193,0.805084844,0.319712479,351
Telangana,Telangana_City_5,Rape,2023,Evening,Summer,15.76238468,79.90736222,5357,0.351644407,0.913790332,0.178067121,171
Meghalaya,Meghalaya_City_5,Domestic Violence,2019,Night,Summer,17.29797729,73.17161386,9358,0.400953604,0.456454069,0.06264161,259
Kerala,Kerala_City_4,Kidnapping,2020,Evening,Winter,18.41102227,91.44237685,19768,0.797161703,0.914807977,0.305147797,323
Andhra Pradesh,Andhra Pradesh_City_5,Stalking,2021,Evening,Summer,19.44198275,90.98808461,964,0.71709209,0.898648699,0.026241169,263
Nagaland,Nagaland_City_1,Dowry Death,2022,Evening,Winter,26.37971526,75.34283374,16905,0.724348783,0.386550044,0.347117165,124
Tripura,Tripura_City_4,Kidnapping,2023,Afternoon,Winter,28.12981797,68.46761474,10239,0.74537988,0.366232372,0.321589939,298
Nagaland,Nagaland_City_3,Domestic Violence,2022,Night,Summer,27.63409663,91.29315157,11139,0.585833059,0.77566338,0.149958789,411
Haryana,Haryana_City_2,Rape,2022,Afternoon,Summer,16.54633973,84.56517461,1066,0.503164728,0.442214086,0.189144944,161
Assam,Assam_City_4,Domestic Violence,2023,Evening,Summer,31.15604304,75.74779262,13366,0.729172964,0.922618898,0.048433272,157
Rajasthan,Rajasthan_City_5,Kidnapping,2022,Afternoon,Winter,20.72136539,74.32992276,17357,0.885623223,0.532085741,0.044842562,193
Goa,Goa_City_2,Kidnapping,2019,Night,Monsoon,15.06551851,81.58945249,883,0.817814045,0.260421669,0.332756675,352
Manipur,Manipur_City_3,Human Trafficking,2022,Afternoon,Summer,30.81092065,68.5013533,8672,0.969234978,0.845809319,0.189256774,116
Andhra Pradesh,Andhra Pradesh_City_2,Harassment,2023,Morning,Winter,8.319387392,80.08244508,9819,0.328787545,0.650531511,0.378071907,366
Bihar,Bihar_City_3,Kidnapping,2020,Night,Monsoon,14.90562045,95.21498157,19076,0.811401278,0.8319796,0.259325234,234
Andhra Pradesh,Andhra Pradesh_City_2,Assault,2020,Morning,Summer,33.58396638,80.58275341,1746,0.994265705,0.526315389,0.122086988,97
Gujarat,Gujarat_City_3,Rape,2021,Night,Summer,25.03308595,73.05210958,4431,0.559666682,0.869490738,0.233202922,312
Manipur,Manipur_City_1,Cyber Crime,2019,Afternoon,Winter,16.31855272,76.13319688,19231,0.331250871,0.428149277,0.319207618,144
Himachal Pradesh,Himachal Pradesh_City_4,Assault,2023,Night,Winter,23.08334702,85.71122161,9835,0.462604071,0.290272436,0.349309721,397
Gujarat,Gujarat_City_3,Rape,2019,Morning,Monsoon,25.49872215,91.39656613,15177,0.789435655,0.562732984,0.395819179,196
Haryana,Haryana_City_4,Dowry Death,2020,Morning,Winter,18.29544272,81.97510485,11239,0.419529377,0.520023709,0.313552299,149
Manipur,Manipur_City_1,Eve Teasing,2020,Night,Summer,31.34770793,92.66682572,2501,0.528234242,0.466365291,0.058733061,153
Sikkim,Sikkim_City_3,Cyber Crime,2020,Morning,Monsoon,21.55423273,76.28180887,11074,0.998556044,0.350340766,0.067743306,246
Jammu and Kashmir,Jammu and Kashmir_City_5,Eve Teasing,2019,Evening,Summer,14.36229229,81.46615725,2270,0.830719625,0.854483335,0.38358571,54
Rajasthan,Rajasthan_City_3,Domestic Violence,2021,Morning,Monsoon,17.67742202,77.17759474,2856,0.279810846,0.243609512,0.269945074,217
Gujarat,Gujarat_City_1,Domestic Violence,2022,Evening,Winter,22.75183457,69.58671107,6599,0.946003162,0.88760238,0.28681617,247
Goa,Goa_City_3,Human Trafficking,2019,Night,Winter,31.2044268,95.03174389,13997,0.972616355,0.372215237,0.326330781,336
Andhra Pradesh,Andhra Pradesh_City_1,Human Trafficking,2022,Afternoon,Summer,14.19258686,87.60669799,10072,0.43193981,0.882355363,0.161173604,92
Tripura,Tripura_City_1,Domestic Violence,2020,Night,Winter,35.1195986,78.53635459,15838,0.736357332,0.431071532,0.238385625,317
Sikkim,Sikkim_City_5,Cyber Crime,2019,Morning,Summer,29.6120031,82.9191206,12034,0.533027943,0.559081093,0.243614307,296
Rajasthan,Rajasthan_City_2,Eve Teasing,2019,Afternoon,Summer,14.5759999,95.01322122,4340,0.751858954,0.681952888,0.051826265,221
Haryana,Haryana_City_3,Eve Teasing,2021,Night,Monsoon,34.37801416,86.38279439,4763,0.927204471,0.966213327,0.040307843,304
Gujarat,Gujarat_City_1,Rape,2021,Afternoon,Summer,28.73896653,77.1336098,10021,0.662457682,0.966383483,0.206198314,139
Delhi,Delhi_City_1,Dowry Death,2022,Evening,Monsoon,17.75293474,77.52952584,5022,0.547742519,0.354271687,0.084531193,318
Tamil Nadu,Tamil Nadu_City_4,Domestic Violence,2023,Afternoon,Monsoon,15.70204035,90.24976843,2124,0.260098328,0.628528049,0.343237482,406
Kerala,Kerala_City_3,Dowry Death,2021,Afternoon,Winter,11.08207684,92.41752231,9646,0.568466041,0.92060813,0.372702097,307
Mizoram,Mizoram_City_2,Dowry Death,2021,Evening,Monsoon,29.92070501,82.01866486,11394,0.845366246,0.202925049,0.13482323,378
Kerala,Kerala_City_4,Harassment,2023,Night,Monsoon,32.90640592,86.23732119,102,0.410008232,0.241877743,0.100081931,366
Goa,Goa_City_1,Human Trafficking,2021,Afternoon,Summer,34.19674419,70.02103021,13550,0.941603328,0.718763931,0.158043749,182
Telangana,Telangana_City_1,Eve Teasing,2022,Afternoon,Monsoon,27.49747749,83.40483036,17353,0.529557239,0.947528636,0.028901051,312
Sikkim,Sikkim_City_4,Eve Teasing,2020,Evening,Summer,24.41076955,85.85102607,3244,0.505789856,0.425433318,0.291573427,215
Maharashtra,Maharashtra_City_3,Assault,2019,Morning,Winter,26.96824904,82.83612771,19357,0.30300355,0.958098927,0.195316638,119
