state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level
Uttarakhand,Uttarakhand_City_5,Cyber Crime,2019,Morning,Summer,33.46839936,89.95297483,3519,0.414937986,0.217747794,0.204284423,257,2,514,2,0.47945205479452047,0.18134715025906736,0.17186242960579243,0.2691497796066377,0.020390238131445027,0.497415388399237,0.0,0.7308502203933622,0.979609761868555,0.34252135159695757,0.3607888850088586,Medium Risk
Goa,Goa_City_5,Kidnapping,2019,Morning,Monsoon,32.10977321,76.92553995,10276,0.641525471,0.648750377,0.351894905,218,4,872,2,0.3904109589041096,0.33592400690846286,0.5116150442477876,0.5528995900873608,0.5614088565592827,0.8768716536907879,0.0,0.4471004099126392,0.43859114344071726,0.40856057159920783,0.4447300841243145,Medium Risk
Maharashtra,Maharashtra_City_3,Cyber Crime,2022,Morning,Summer,20.19553758,90.75537965,12273,0.763263814,0.370371329,0.063184875,344,2,688,2,0.6780821917808219,0.2564766839378238,0.6120273531777957,0.7053494562151712,0.21197186038189164,0.1346965164535039,0.0,0.2946505437848288,0.7880281396181084,0.36918086588561344,0.39467528762156584,Medium Risk
Delhi,Delhi_City_5,Domestic Violence,2021,Morning,Monsoon,36.43341903,85.63454764,8117,0.513795236,0.549979938,0.362621891,367,4,1468,2,0.730593607305936,0.5932642487046632,0.4030571198712791,0.3929462282593313,0.43742666119204293,0.904447080518503,0.0,0.6070537717406688,0.562573338807957,0.5654185935949845,0.6441093387059916,Medium Risk
Maharashtra,Maharashtra_City_1,Eve Teasing,2023,Afternoon,Summer,21.07640298,94.40366707,4737,0.69766936,0.889890967,0.380313043,195,2,390,3,0.3378995433789954,0.12780656303972365,0.2331053901850362,0.6232071706821176,0.864102051436664,0.9499250057692665,0.20000000000000007,0.3767928293178824,0.13589794856333604,0.3378603553826343,0.35486438118689395,Medium Risk
Maharashtra,Maharashtra_City_1,Cyber Crime,2023,Evening,Monsoon,34.87104113,82.2713725,4264,0.98402606,0.594094475,0.138213128,307,2,614,5,0.593607305936073,0.2245250431778929,0.20932220434432824,0.9818044663574956,0.49280170255304495,0.32756859632876373,0.6,0.01819553364250437,0.5071982974469551,0.39087028871671187,0.4222443013152847,Medium Risk
West Bengal,West Bengal_City_1,Kidnapping,2023,Evening,Monsoon,14.96422294,70.20003652,17244,0.568095327,0.667812885,0.166117191,109,4,436,5,0.1415525114155251,0.14766839378238342,0.8619770716009654,0.46094486697645204,0.5853371858749556,0.39930043670335286,0.6,0.539055133023548,0.41466281412504435,0.3560838963225062,0.3780279781913759,Medium Risk
Maharashtra,Maharashtra_City_3,Rape,2021,Afternoon,Winter,13.27452245,78.02435122,18371,0.579169312,0.734046191,0.07720475,204,5,1020,3,0.35844748858447484,0.39982728842832466,0.9186444086886564,0.4748125399638475,0.668476946793809,0.1707368391682172,0.20000000000000007,0.5251874600361526,0.331523053206191,0.3798791866594153,0.4082737201022057,Medium Risk
Maharashtra,Maharashtra_City_4,Stalking,2023,Evening,Summer,14.49162291,91.83192847,12991,0.478095372,0.225443745,0.223998971,265,3,795,5,0.49771689497716887,0.3026770293609672,0.6481295253419147,0.3482401861573697,0.03005062751595211,0.548094775490399,0.6,0.6517598138426304,0.9699493724840479,0.5182111092586192,0.584104801367671,Medium Risk
Nagaland,Nagaland_City_1,Kidnapping,2021,Afternoon,Summer,21.36258427,73.98367783,19077,0.302998719,0.464079611,0.135417278,379,4,1516,3,0.7579908675799086,0.6139896373056994,0.9541432019308125,0.1289710499799726,0.32959975233094335,0.32038141839301676,0.20000000000000007,0.8710289500200274,0.6704002476690567,0.59353811905789,0.6798515338111648,High Risk
Uttar Pradesh,Uttar Pradesh_City_5,Human Trafficking,2021,Night,Summer,21.95321643,87.9457568,12494,0.93669792,0.248862368,0.117982283,389,5,1945,7,0.7808219178082191,0.7992227979274611,0.6231395816572808,0.9225366265851218,0.059446996727369084,0.27556198552864286,1.0,0.07746337341487819,0.9405530032726309,0.69956025376332,0.8146142569270789,High Risk
Manipur,Manipur_City_2,Eve Teasing,2022,Afternoon,Monsoon,29.69953102,73.35110956,402,0.496377682,0.587618388,0.251119361,212,2,424,3,0.37671232876712324,0.14248704663212436,0.015134754625905068,0.3711346633066695,0.4846725548872211,0.617812059542424,0.20000000000000007,0.6288653366933306,0.515327445112779,0.31119476733407153,0.32097025833324944,Low Risk
Assam,Assam_City_3,Eve Teasing,2023,Evening,Winter,28.89496578,69.80789951,15134,0.401949555,0.770679669,0.359130667,334,2,668,5,0.6552511415525114,0.24784110535405873,0.7558829444891392,0.25288469402747643,0.7144613432626499,0.8954723329098866,0.6,0.7471153059725235,0.2855386567373501,0.5773149042475331,0.6592305133835678,Medium Risk
Uttarakhand,Uttarakhand_City_2,Kidnapping,2020,Afternoon,Winter,29.73887073,68.88369243,19829,0.557929893,0.626093813,0.104563496,211,4,844,3,0.3744292237442922,0.3238341968911917,0.9919549477071601,0.4482149495630771,0.5329690665508737,0.24106685529959304,0.20000000000000007,0.5517850504369228,0.4670309334491263,0.3908621774188284,0.4222339911984981,Medium Risk
Andhra Pradesh,Andhra Pradesh_City_1,Domestic Violence,2022,Morning,Summer,18.94124073,68.58206474,18460,0.872567989,0.271363463,0.21878087,114,4,456,2,0.15296803652968036,0.1563039723661485,0.9231194690265486,0.8422283263831409,0.08769163332624891,0.5346808153803432,0.0,0.15777167361685906,0.912308366673751,0.303336073448194,0.31098122169351655,Low Risk
Maharashtra,Maharashtra_City_5,Domestic Violence,2022,Night,Summer,33.82529114,85.21418115,9895,0.484083443,0.719058272,0.19703702,406,4,1624,7,0.819634703196347,0.6606217616580311,0.49245776347546255,0.3557388969153585,0.6496632701470304,0.47878478413467823,1.0,0.6442611030846415,0.3503367298529696,0.6908575018282231,0.803552354121269,High Risk
Haryana,Haryana_City_2,Harassment,2019,Night,Winter,29.36785179,84.17452571,12299,0.545327637,0.302064242,0.120672603,190,2,380,7,0.3264840182648402,0.12348877374784109,0.6133346741753821,0.4324334612269956,0.12622897322715237,0.2824778817834845,1.0,0.5675665387730044,0.8737710267728476,0.43826522596552386,0.48248710649274595,Medium Risk
Goa,Goa_City_5,Dowry Death,2019,Afternoon,Winter,25.61910145,75.08624151,10654,0.989212199,0.684619855,0.102518449,195,5,975,3,0.3378995433789954,0.3803972366148532,0.5306214802896219,0.9882989378344913,0.6064342373730394,0.235809736113669,0.20000000000000007,0.011701062165508702,0.39356576262696064,0.31827114468409823,0.32996490727268957,Low Risk
Manipur,Manipur_City_2,Dowry Death,2023,Evening,Summer,14.53465113,78.59534777,6867,0.328545099,0.349253619,0.121187116,233,5,1165,5,0.42465753424657526,0.46243523316062174,0.3402051488334674,0.16096213935310605,0.1854637262332855,0.2838005194361679,0.6,0.839037860646894,0.8145362737667146,0.47104249137125165,0.5241496664349831,Medium Risk
Punjab,Punjab_City_5,Rape,2023,Night,Winter,9.613951191,92.42710702,2690,0.528317462,0.985902894,0.053695172,337,5,1685,7,0.6621004566210045,0.6869602763385146,0.13017900241351568,0.4111320467534913,0.9846216078081729,0.11030172273481641,1.0,0.5888679532465086,0.015378392191827128,0.5470406591633705,0.6207494950645566,Medium Risk
Telangana,Telangana_City_4,Dowry Death,2021,Afternoon,Monsoon,33.09970665,91.69509006,14017,0.33671007,0.734914576,0.372456636,326,5,1630,3,0.636986301369863,0.6632124352331606,0.6997184231697505,0.17118692724830065,0.6695669923561656,0.929728859679652,0.20000000000000007,0.8288130727516994,0.33043300764383443,0.6224431594394555,0.7165921820203139,High Risk
Himachal Pradesh,Himachal Pradesh_City_5,Dowry Death,2020,Evening,Summer,21.82196504,92.3188942,6569,0.974395253,0.768761983,0.087807702,59,5,295,5,0.0273972602739726,0.08678756476683938,0.3252212389380531,0.9697440488943403,0.7120541562266074,0.19799341683446708,0.6,0.030255951105659706,0.2879458437733926,0.19667743242313102,0.17540944747565523,Low Risk
Assam,Assam_City_3,Domestic Violence,2021,Evening,Summer,15.02988224,71.33026792,6333,0.814223601,0.269832144,0.207380543,354,4,1416,5,0.7009132420091323,0.5708117443868739,0.3133547868061142,0.7691651162168169,0.08576943582110702,0.5053744582171545,0.6,0.23083488378318306,0.914230564178893,0.5723261664102899,0.6528894234052705,Medium Risk
Delhi,Delhi_City_5,Assault,2020,Afternoon,Winter,9.502882568,77.76152407,109,0.638882494,0.639137584,0.08867488,251,3,753,3,0.4657534246575342,0.28454231433506044,0.00040225261464199493,0.5495898564414141,0.5493423395748758,0.20022263606581542,0.20000000000000007,0.4504101435585859,0.45065766042512423,0.29270094561867066,0.29746311256494223,Low Risk
Madhya Pradesh,Madhya Pradesh_City_2,Domestic Violence,2019,Night,Summer,31.48635893,75.38457899,10668,0.808182288,0.676510992,0.193914714,227,4,908,7,0.410958904109589,0.35146804835924006,0.5313254223652454,0.7615997318408674,0.5962555376846419,0.47075839903109584,1.0,0.23840026815913262,0.4037444623153581,0.49646027673212073,0.5564577309756898,Medium Risk
Karnataka,Karnataka_City_5,Dowry Death,2022,Morning,Winter,34.95634518,92.08796283,335,0.526814634,0.946350454,0.396462496,146,5,730,2,0.22602739726027396,0.27461139896373055,0.011765888978278356,0.40925009303400356,0.934973166503472,0.9914397480751782,0.0,0.5907499069659965,0.06502683349652805,0.3078410871882319,0.3167074591529762,Low Risk
Uttarakhand,Uttarakhand_City_4,Rape,2023,Morning,Monsoon,18.99762896,94.86703328,3491,0.659578491,0.873463021,0.064511227,315,5,1575,2,0.6118721461187214,0.6394645941278065,0.17045454545454544,0.5755069331345934,0.8434807721239896,0.13810611561992336,0.0,0.42449306686540655,0.15651922787601036,0.3796461716871459,0.40797753919359586,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_4,Harassment,2021,Evening,Summer,31.1865768,91.92884762,15624,0.851659776,0.732157777,0.213995516,186,2,372,5,0.317351598173516,0.12003454231433505,0.7805209171359614,0.8160454969288107,0.6661065036141218,0.5223793003907913,0.6,0.18395450307118932,0.3338934963858782,0.381647921867031,0.41052192585387765,Medium Risk
West Bengal,West Bengal_City_4,Eve Teasing,2023,Afternoon,Summer,17.16970089,85.0608936,10635,0.561558881,0.771025964,0.360870304,205,2,410,3,0.36073059360730586,0.13644214162348878,0.5296661303298471,0.45275943999350327,0.7148960321713902,0.8999443470245955,0.20000000000000007,0.5472405600064967,0.2851039678286098,0.383868675286128,0.4133446833748235,Medium Risk
Haryana,Haryana_City_3,Rape,2022,Morning,Summer,16.73995835,89.68067203,18674,0.661989017,0.484289961,0.162678023,197,5,985,2,0.34246575342465746,0.38471502590673573,0.933879726468222,0.5785255742376485,0.3549689173109663,0.3904595073377119,0.0,0.4214744257623515,0.6450310826890338,0.3870773690028965,0.41742319305695785,Medium Risk
Karnataka,Karnataka_City_4,Stalking,2022,Afternoon,Monsoon,14.64173634,83.74263001,8489,0.951865699,0.702166442,0.14061319,85,3,255,3,0.0867579908675799,0.06951640759930915,0.42176186645213193,0.94153085487034,0.628459697616891,0.33373833814281845,0.20000000000000007,0.05846914512965995,0.371540302383109,0.18280600935899666,0.15777774489949592,Low Risk
Nagaland,Nagaland_City_1,Rape,2023,Morning,Winter,25.98210992,83.47037167,9546,0.658520679,0.998154093,0.303437217,307,5,1535,2,0.593607305936073,0.6221934369602763,0.47490949316170555,0.5741822617630734,1.0,0.7523034450920029,0.0,0.4258177382369266,0.0,0.48557753871590464,0.5426248892384705,Medium Risk
Rajasthan,Rajasthan_City_4,Stalking,2022,Afternoon,Winter,13.9317932,88.70785838,4712,0.901412509,0.473665399,0.330290349,229,3,687,3,0.41552511415525106,0.2560449050086356,0.23184835076427995,0.8783495935546595,0.34163237112455774,0.8213336998682256,0.20000000000000007,0.12165040644534053,0.6583676288754423,0.3832782966136727,0.41259426424969753,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_4,Cyber Crime,2020,Night,Summer,18.9858254,81.25300636,7963,0.601830678,0.63188851,0.199679418,301,2,602,7,0.5799086757990867,0.21934369602763382,0.39531375703942073,0.5031907988413591,0.5402428952674594,0.48557748925228533,1.0,0.4968092011586409,0.4597571047325406,0.5100094073430241,0.5736797737316824,Medium Risk
Karnataka,Karnataka_City_4,Kidnapping,2022,Evening,Winter,8.353889097,85.35483833,10247,0.634179555,0.401439247,0.144821437,113,4,452,5,0.15068493150684928,0.1545768566493955,0.5101568785197104,0.5437004841755435,0.2509700537495387,0.344556307628511,0.6,0.4562995158244565,0.7490299462504613,0.32928105413905473,0.34395939421196825,Medium Risk
Meghalaya,Meghalaya_City_1,Eve Teasing,2019,Evening,Winter,35.81316904,77.93320346,11497,0.520681133,0.569604643,0.379440502,318,2,636,5,0.6187214611872146,0.23402417962003452,0.5730088495575221,0.4015692639434944,0.46206069171745595,0.9476820000918393,0.6,0.5984307360565055,0.5379393082825441,0.5594580973882929,0.6365330651083361,Medium Risk
Rajasthan,Rajasthan_City_1,Harassment,2019,Afternoon,Winter,25.00066513,82.67077169,17468,0.404812425,0.780876469,0.241255533,228,2,456,3,0.41324200913242004,0.1563039723661485,0.8732401448109413,0.2564697941486545,0.7272609385921864,0.5924555178954818,0.20000000000000007,0.7435302058513455,0.27273906140781357,0.3993923009030166,0.43307646925685894,Medium Risk
Uttarakhand,Uttarakhand_City_1,Human Trafficking,2020,Afternoon,Winter,34.75248205,88.5099204,19661,0.816997335,0.499548296,0.0368794,128,5,640,3,0.18493150684931506,0.23575129533678757,0.9835076427996782,0.7726385935663005,0.3741220352894011,0.06707410126336673,0.20000000000000007,0.2273614064336995,0.625877964710599,0.28624454857321346,0.28925650882336723,Low Risk
Meghalaya,Meghalaya_City_1,Human Trafficking,2020,Night,Monsoon,29.35688283,95.09664343,3897,0.928548959,0.298248625,0.102003353,298,5,1490,7,0.5730593607305935,0.6027633851468048,0.1908688656476267,0.9123318876103952,0.12143939673918558,0.23448559976658623,1.0,0.08766811238960481,0.8785606032608144,0.546526848781621,0.6200964004404749,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_3,Stalking,2023,Morning,Winter,32.28723288,77.63224597,4762,0.381916497,0.686315515,0.157929222,242,3,726,2,0.4452054794520547,0.27288428324697755,0.23436242960579243,0.22779779917602716,0.6085627249197678,0.3782519576592766,0.0,0.7722022008239728,0.3914372750802322,0.317878451079439,0.32946576188516163,Low Risk
Jharkhand,Jharkhand_City_1,Human Trafficking,2019,Evening,Monsoon,13.96181444,90.84590677,13324,0.29141384,0.531603667,0.346772075,372,5,1860,5,0.7420091324200913,0.7625215889464594,0.6648732904263878,0.11446359728154964,0.4143597350518912,0.8637026028673952,0.6,0.8855364027184504,0.5856402649481087,0.7357342331977136,0.8605943156012632,High Risk
Sikkim,Sikkim_City_4,Rape,2020,Morning,Monsoon,29.3875362,81.11432029,13326,0.226277336,0.93019957,0.106808313,142,5,710,2,0.21689497716894976,0.2659758203799654,0.6649738535800482,0.032894791019470127,0.9146996709544482,0.2468375151032985,0.0,0.9671052089805299,0.08530032904555185,0.2768609889120325,0.27732924423871413,Low Risk
Tamil Nadu,Tamil Nadu_City_2,Assault,2021,Morning,Monsoon,12.79988621,68.98249565,13572,0.489915119,0.66447068,0.256583072,279,3,837,2,0.5296803652968036,0.32081174438687393,0.6773431214802896,0.3630417581470146,0.5811418626845082,0.631857399294735,0.0,0.6369582418529853,0.4188581373154918,0.4279267684215824,0.4693460893333502,Medium Risk
Uttar Pradesh,Uttar Pradesh_City_1,Cyber Crime,2023,Night,Monsoon,27.24258379,73.16304304,13495,0.56719119,0.645844295,0.345646487,258,2,516,7,0.4817351598173515,0.18221070811744386,0.6734714400643603,0.45981263894365215,0.5577609794219014,0.8608090995541482,1.0,0.5401873610563479,0.4422390205780986,0.5615762950049795,0.639225465895355,Medium Risk
Kerala,Kerala_City_1,Eve Teasing,2021,Morning,Summer,16.68828144,76.98817086,9281,0.799968376,0.367924474,0.360241173,121,2,242,2,0.16894977168949768,0.06390328151986183,0.46158487530168946,0.7513136563618736,0.20890043073434988,0.8983270655388598,0.0,0.24868634363812636,0.7910995692656502,0.29111010630852663,0.2954410269120689,Low Risk
Uttarakhand,Uttarakhand_City_4,Assault,2022,Evening,Monsoon,21.57872302,86.12430362,9792,0.577653556,0.651872907,0.035626369,194,3,582,5,0.3356164383561644,0.21070811744386875,0.4872787610619469,0.4729143968350025,0.5653284313674909,0.06385298541094007,0.6,0.5270856031649975,0.4346715686325091,0.3329748214577193,0.3486544717427389,Medium Risk
Delhi,Delhi_City_4,Stalking,2022,Afternoon,Monsoon,21.14537621,83.20731781,5332,0.520610449,0.647712265,0.070543696,396,3,1188,3,0.7968036529680365,0.4723661485319516,0.2630229283990346,0.40148074814746965,0.5601057601460222,0.15361353844120418,0.20000000000000007,0.5985192518525304,0.4398942398539778,0.4485574485664065,0.4955693552935623,Medium Risk
Mizoram,Mizoram_City_3,Human Trafficking,2023,Night,Summer,10.18959755,89.8441404,4973,0.416595739,0.715199635,0.169406327,253,5,1265,7,0.47031963470319627,0.5056131260794473,0.24497184231697505,0.2712257420084176,0.6448196925419407,0.4077556849058212,1.0,0.7287742579915824,0.3551803074580593,0.5338414554357136,0.6039722377282197,Medium Risk
Maharashtra,Maharashtra_City_5,Kidnapping,2021,Afternoon,Winter,32.35387692,93.14281904,11371,0.221676794,0.37757773,0.100119171,400,4,1600,3,0.8059360730593607,0.6502590673575129,0.5666733708769107,0.027133647942178818,0.22101773914604972,0.22964200969654253,0.20000000000000007,0.9728663520578211,0.7789822608539503,0.5727548542919795,0.6534343204351576,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_4,Domestic Violence,2022,Night,Summer,8.571605595,71.01914888,19794,0.655554814,0.909968386,0.227121418,397,4,1588,7,0.7990867579908675,0.6450777202072538,0.9901950925181013,0.5704681835929513,0.8893043539689827,0.5561215230569493,1.0,0.42953181640704874,0.11069564603101734,0.7204902303817863,0.8412179529542677,High Risk
Andhra Pradesh,Andhra Pradesh_City_4,Cyber Crime,2020,Night,Winter,31.35413405,96.67313468,9603,0.884557174,0.864175892,0.164901577,265,2,530,7,0.49771689497716887,0.18825561312607944,0.47777554304102976,0.8572420813200843,0.8318230468598673,0.39617550721171874,1.0,0.14275791867991572,0.1681769531401327,0.4442437510026752,0.4900862961946104,Medium Risk
Kerala,Kerala_City_3,Cyber Crime,2021,Evening,Monsoon,19.78537694,77.39571177,14389,0.210401539,0.268406825,0.09107564,327,2,654,5,0.639269406392694,0.24179620034542315,0.7184231697506034,0.013013929594222262,0.08398029546182773,0.20639417220009443,0.6,0.9869860704057778,0.9160197045381723,0.5082181332368012,0.571402919213781,Medium Risk
